name,instance_count,def,synonyms,image_count,id,frequency,synset
ham,1765,meat cut from the thigh of a hog (usually smoked),"['ham', 'jambon', 'gammon']",214,528,f,ham.n.01
hamburger,126,a sandwich consisting of a patty of minced beef served on a bun,"['hamburger', 'beefburger', 'burger']",48,529,c,hamburger.n.01
hammer,41,a hand tool with a heavy head and a handle; used to deliver an impulsive force by striking,['hammer'],26,530,c,hammer.n.02
hammock,15,a hanging bed of canvas or rope netting (usually suspended between two trees),['hammock'],13,531,c,hammock.n.02
hamper,5,a basket usually with a cover,['hamper'],4,532,r,hamper.n.02
hamster,12,short-tailed burrowing rodent with large cheek pouches,['hamster'],11,533,c,hamster.n.01
hair_dryer,144,a hand-held electric blower that can blow warm air onto the hair,['hair_dryer'],123,534,f,hand_blower.n.01
hand_glass,7,a mirror intended to be held in the hand,"['hand_glass', 'hand_mirror']",7,535,r,hand_glass.n.01
hand_towel,619,a small towel used to dry the hands or face,"['hand_towel', 'face_towel']",200,536,f,hand_towel.n.01
handcart,204,wheeled vehicle that can be pushed by a person,"['handcart', 'pushcart', 'hand_truck']",91,537,c,handcart.n.01
handcuff,10,shackle that consists of a metal loop that can be locked around the wrist,['handcuff'],9,538,r,handcuff.n.01
handkerchief,86,a square piece of cloth used for wiping the eyes or nose or as a costume accessory,['handkerchief'],72,539,c,handkerchief.n.01
handle,8314,the appendage to an object that is designed to be held in order to use or move it,"['handle', 'grip', 'handgrip']",1886,540,f,handle.n.01
handsaw,5,a saw used with one hand for cutting wood,"['handsaw', ""carpenter's_saw""]",4,541,r,handsaw.n.01
hardback_book,2,a book with cardboard or cloth or leather covers,"['hardback_book', 'hardcover_book']",1,542,r,hardback.n.01
harmonium,2,a free-reed instrument in which air is forced through the reeds by bellows,"['harmonium', 'organ_(musical_instrument)', 'reed_organ_(musical_instrument)']",1,543,r,harmonium.n.01
hat,7213,"headwear that protects the head from bad weather, sun, or worn for fashion",['hat'],1932,544,f,hat.n.01
hatbox,7,a round piece of luggage for carrying hats,['hatbox'],4,545,r,hatbox.n.01
veil,57,a garment that covers the head OR face,['veil'],56,546,c,head_covering.n.01
headband,1114,a band worn around or over the head,['headband'],854,547,f,headband.n.01
headboard,850,a vertical board or panel forming the head of a bedstead,['headboard'],755,548,f,headboard.n.01
headlight,7326,a powerful light with reflector; attached to the front of an automobile or locomotive,"['headlight', 'headlamp']",1843,549,f,headlight.n.01
headscarf,235,a kerchief worn over the head and tied under the chin,['headscarf'],96,550,c,headscarf.n.01
headset,10,receiver consisting of a pair of headphones,['headset'],7,551,r,headset.n.01
headstall_(for_horses),133,the band that is the part of a bridle that fits around a horse's head,"['headstall_(for_horses)', 'headpiece_(for_horses)']",74,552,c,headstall.n.01
heart,347,a muscular organ; its contractions move the blood through the body,['heart'],66,553,c,heart.n.02
heater,64,device that heats water or supplies warmth to a room,"['heater', 'warmer']",57,554,c,heater.n.01
helicopter,68,an aircraft without wings that obtains its lift from the rotation of overhead blades,['helicopter'],44,555,c,helicopter.n.01
helmet,4845,a protective headgear made of hard material to resist blows,['helmet'],1905,556,f,helmet.n.02
heron,6,grey or white wading bird with long neck and long legs and (usually) long bill,['heron'],4,557,r,heron.n.02
highchair,98,a chair for feeding a very young child,"['highchair', 'feeding_chair']",90,558,c,highchair.n.01
hinge,5283,a joint that holds two parts together so that one can swing relative to the other,['hinge'],1635,559,f,hinge.n.01
hippopotamus,24,massive thick-skinned animal living in or around rivers of tropical Africa,['hippopotamus'],8,560,r,hippopotamus.n.01
hockey_stick,15,sports implement consisting of a stick used by hockey players to move the puck,['hockey_stick'],5,561,r,hockey_stick.n.01
hog,73,domestic swine,"['hog', 'pig']",50,562,c,hog.n.03
home_plate_(baseball),551,(baseball) a rubber slab where the batter stands; it must be touched by a base runner in order to score,"['home_plate_(baseball)', 'home_base_(baseball)']",545,563,f,home_plate.n.01
honey,90,a sweet yellow liquid produced by bees,['honey'],20,564,c,honey.n.01
fume_hood,208,metal covering leading to a vent that exhausts smoke or fumes,"['fume_hood', 'exhaust_hood']",193,565,f,hood.n.06
hook,1157,a curved or bent implement for suspending or pulling something,['hook'],285,566,f,hook.n.05
hookah,3,a tobacco pipe with a long flexible tube connected to a container where the smoke is cooled by passing through water,"['hookah', 'narghile', 'nargileh', 'sheesha', 'shisha', 'water_pipe']",3,567,r,hookah.n.01
hornet,1,large stinging wasp,['hornet'],1,568,r,hornet.n.01
horse,4744,a common horse,['horse'],1904,569,f,horse.n.01
hose,610,a flexible pipe for conveying a liquid or gas,"['hose', 'hosepipe']",294,570,f,hose.n.03
hot-air_balloon,4,balloon for travel through the air in a basket suspended below a large bag of heated air,['hot-air_balloon'],3,571,r,hot-air_balloon.n.01
hotplate,6,a portable electric appliance for heating or cooking or keeping food warm,['hotplate'],5,572,r,hot_plate.n.01
hot_sauce,70,a pungent peppery sauce,['hot_sauce'],24,573,c,hot_sauce.n.01
hourglass,2,a sandglass timer that runs for sixty minutes,['hourglass'],2,574,r,hourglass.n.01
houseboat,4,a barge that is designed and equipped for use as a dwelling,['houseboat'],2,575,r,houseboat.n.01
hummingbird,18,tiny American bird having brilliant iridescent plumage and long slender bills,['hummingbird'],16,576,c,hummingbird.n.01
hummus,9,a thick spread made from mashed chickpeas,"['hummus', 'humus', 'hommos', 'hoummos', 'humous']",8,577,r,hummus.n.01
polar_bear,196,white bear of Arctic regions,['polar_bear'],154,578,f,ice_bear.n.01
icecream,180,frozen dessert containing cream and sugar and flavoring,['icecream'],66,579,c,ice_cream.n.01
popsicle,1,ice cream or water ice on a small wooden stick,['popsicle'],1,580,r,ice_lolly.n.01
ice_maker,26,an appliance included in some electric refrigerators for making ice cubes,['ice_maker'],24,581,c,ice_maker.n.01
ice_pack,4,a waterproof bag filled with ice: applied to the body (especially the head) to cool or reduce swelling,"['ice_pack', 'ice_bag']",1,582,r,ice_pack.n.01
ice_skate,14,skate consisting of a boot with a steel blade fitted to the sole,['ice_skate'],4,583,r,ice_skate.n.01
igniter,77,a substance or device used to start a fire,"['igniter', 'ignitor', 'lighter']",75,584,c,igniter.n.01
inhaler,7,a dispenser that produces a chemical vapor to be inhaled through mouth or nose,"['inhaler', 'inhalator']",6,585,r,inhaler.n.01
iPod,172,a pocket-sized device used to play music files,['iPod'],126,586,f,ipod.n.01
iron_(for_clothing),38,home appliance consisting of a flat metal base that is heated and used to smooth cloth,"['iron_(for_clothing)', 'smoothing_iron_(for_clothing)']",24,587,c,iron.n.04
ironing_board,24,narrow padded board on collapsible supports; used for ironing clothes,['ironing_board'],22,588,c,ironing_board.n.01
jacket,8013,a waist-length coat,['jacket'],1872,589,f,jacket.n.01
jam,29,preserve of crushed fruit,['jam'],16,590,c,jam.n.01
jar,2002,a vessel (usually cylindrical) with a wide mouth and without handles,['jar'],423,591,f,jar.n.01
jean,5421,(usually plural) close-fitting trousers of heavy denim for manual work or casual wear,"['jean', 'blue_jean', 'denim']",1927,592,f,jean.n.01
jeep,55,a car suitable for traveling over rough terrain,"['jeep', 'landrover']",38,593,c,jeep.n.01
jelly_bean,116,sugar-glazed jellied candy,"['jelly_bean', 'jelly_egg']",3,594,r,jelly_bean.n.01
jersey,8117,a close-fitting pullover shirt,"['jersey', 'T-shirt', 'tee_shirt']",1945,595,f,jersey.n.03
jet_plane,87,an airplane powered by one or more jet engines,"['jet_plane', 'jet-propelled_plane']",35,596,c,jet.n.01
jewel,1,a precious or semiprecious stone incorporated into a piece of jewelry,"['jewel', 'gem', 'precious_stone']",1,597,r,jewel.n.01
jewelry,51,an adornment (as a bracelet or ring or necklace) made of precious metals and set with gems (or imitation gems),"['jewelry', 'jewellery']",13,598,c,jewelry.n.01
joystick,12,a control device for computers consisting of a vertical handle that can move freely in two directions,['joystick'],9,599,r,joystick.n.02
jumpsuit,21,one-piece garment fashioned after a parachutist's uniform,['jumpsuit'],14,600,c,jump_suit.n.01
kayak,124,a small canoe consisting of a light frame made watertight with animal skins,['kayak'],37,601,c,kayak.n.01
keg,6,small cask or barrel,['keg'],3,602,r,keg.n.02
kennel,4,outbuilding that serves as a shelter for a dog,"['kennel', 'doghouse']",4,603,r,kennel.n.01
kettle,130,a metal pot for stewing or boiling; usually has a lid,"['kettle', 'boiler']",100,604,c,kettle.n.01
key,447,metal instrument used to unlock a lock,['key'],195,605,f,key.n.01
keycard,1,a plastic card used to gain access typically to a door,['keycard'],1,606,r,keycard.n.01
kilt,19,a knee-length pleated tartan skirt worn by men as part of the traditional dress in the Highlands of northern Scotland,['kilt'],12,607,c,kilt.n.01
kimono,38,a loose robe; imitated from robes originally worn by Japanese,['kimono'],24,608,c,kimono.n.01
kitchen_sink,519,a sink in a kitchen,['kitchen_sink'],489,609,f,kitchen_sink.n.01
kitchen_table,11,a table in the kitchen,['kitchen_table'],10,610,r,kitchen_table.n.01
kite,11174,plaything consisting of a light frame covered with tissue paper; flown in wind at end of a string,['kite'],1689,611,f,kite.n.03
kitten,60,young domestic cat,"['kitten', 'kitty']",42,612,c,kitten.n.01
kiwi_fruit,702,fuzzy brown egg-shaped fruit with slightly tart green flesh,['kiwi_fruit'],81,613,c,kiwi.n.03
knee_pad,1765,protective garment consisting of a pad worn by football or baseball or hockey players,['knee_pad'],894,614,f,knee_pad.n.01
knife,3515,tool with a blade and point used as a cutting instrument,['knife'],1868,615,f,knife.n.01
knitting_needle,16,needle consisting of a slender rod with pointed ends; usually used in pairs,['knitting_needle'],7,616,r,knitting_needle.n.01
knob,8432,a round handle often found on a door,['knob'],1567,617,f,knob.n.02
knocker_(on_a_door),10,a device (usually metal and ornamental) attached by a hinge to a door,"['knocker_(on_a_door)', 'doorknocker']",10,618,r,knocker.n.05
koala,15,sluggish tailless Australian marsupial with grey furry ears and coat,"['koala', 'koala_bear']",8,619,r,koala.n.01
lab_coat,42,a light coat worn to protect clothing from substances used while working in a laboratory,"['lab_coat', 'laboratory_coat']",7,620,r,lab_coat.n.01
ladder,975,steps consisting of two parallel members connected by rungs,['ladder'],629,621,f,ladder.n.01
ladle,226,a spoon-shaped vessel with a long handle frequently used to transfer liquids,['ladle'],89,622,c,ladle.n.01
ladybug,68,"small round bright-colored and spotted beetle, typically red and black","['ladybug', 'ladybeetle', 'ladybird_beetle']",15,623,c,ladybug.n.01
lamb_(animal),618,young sheep,['lamb_(animal)'],134,624,f,lamb.n.01
lamb-chop,8,chop cut from a lamb,"['lamb-chop', 'lambchop']",4,625,r,lamb_chop.n.01
lamp,4139,a piece of furniture holding one or more electric light bulbs,['lamp'],1802,626,f,lamp.n.02
lamppost,2234,a metal post supporting an outdoor lamp (such as a streetlight),['lamppost'],595,627,f,lamppost.n.01
lampshade,2475,a protective ornamental shade used to screen a light bulb from direct view,['lampshade'],1210,628,f,lampshade.n.01
lantern,364,light in a transparent protective case,['lantern'],48,629,c,lantern.n.01
lanyard,1065,"a cord worn around the neck to hold a knife or whistle, etc.","['lanyard', 'laniard']",418,630,f,lanyard.n.02
laptop_computer,2852,a portable computer small enough to use in your lap,"['laptop_computer', 'notebook_computer']",1846,631,f,laptop.n.01
lasagna,7,baked dish of layers of lasagna pasta with sauce and cheese and meat or vegetables,"['lasagna', 'lasagne']",5,632,r,lasagna.n.01
latch,702,a bar that can be lowered or slid into a groove to fasten a door or gate,['latch'],221,633,f,latch.n.02
lawn_mower,12,garden tool for mowing grass on lawns,['lawn_mower'],10,634,r,lawn_mower.n.01
leather,20,an animal skin made smooth and flexible by removing the hair and then tanning,['leather'],7,635,r,leather.n.01
legging_(clothing),154,a garment covering the leg (usually extending from the knee to the ankle),"['legging_(clothing)', 'leging_(clothing)', 'leg_covering']",76,636,c,legging.n.01
Lego,331,a child's plastic construction set for making models from blocks,"['Lego', 'Lego_set']",22,637,c,lego.n.01
legume,333,the fruit or seed of bean or pea plants,['legume'],10,638,r,legume.n.02
lemon,2168,yellow oval fruit with juicy acidic flesh,['lemon'],341,639,f,lemon.n.01
lemonade,2,sweetened beverage of diluted lemon juice,['lemonade'],1,640,r,lemonade.n.01
lettuce,5500,leafy plant commonly eaten in salad or on sandwiches,['lettuce'],705,641,f,lettuce.n.02
license_plate,4392,a plate mounted on the front and back of car and bearing the car's registration number,"['license_plate', 'numberplate']",1900,642,f,license_plate.n.01
life_buoy,524,a ring-shaped life preserver used to prevent drowning (NOT a life-jacket or vest),"['life_buoy', 'lifesaver', 'life_belt', 'life_ring']",188,643,f,life_buoy.n.01
life_jacket,689,life preserver consisting of a sleeveless jacket of buoyant or inflatable design,"['life_jacket', 'life_vest']",227,644,f,life_jacket.n.01
lightbulb,7075,lightblub/source of light,['lightbulb'],861,645,f,light_bulb.n.01
lightning_rod,6,a metallic conductor that is attached to a high point and leads to the ground,"['lightning_rod', 'lightning_conductor']",6,646,r,lightning_rod.n.02
lime,1134,the green acidic fruit of any of various lime trees,['lime'],115,647,f,lime.n.06
limousine,6,long luxurious car; usually driven by a chauffeur,['limousine'],5,648,r,limousine.n.01
lion,69,large gregarious predatory cat of Africa and India,['lion'],43,649,c,lion.n.01
lip_balm,29,a balm applied to the lips,['lip_balm'],14,650,c,lip_balm.n.01
liquor,66,liquor or beer,"['liquor', 'spirits', 'hard_liquor', 'liqueur', 'cordial']",6,651,r,liquor.n.01
lizard,22,a reptile with usually two pairs of legs and a tapering tail,['lizard'],15,652,c,lizard.n.01
log,7363,a segment of the trunk of a tree when stripped of branches,['log'],1167,653,f,log.n.01
lollipop,59,hard candy on a stick,['lollipop'],15,654,c,lollipop.n.02
speaker_(stero_equipment),2029,electronic device that produces sound often as part of a stereo system,['speaker_(stero_equipment)'],994,655,f,loudspeaker.n.01
loveseat,41,small sofa that seats two people,['loveseat'],28,656,c,love_seat.n.01
machine_gun,5,a rapidly firing automatic gun,['machine_gun'],2,657,r,machine_gun.n.01
magazine,1379,a paperback periodic publication,['magazine'],338,658,f,magazine.n.02
magnet,5638,a device that attracts iron and produces a magnetic field,['magnet'],334,659,f,magnet.n.01
mail_slot,16,a slot (usually in a door) through which mail can be delivered,['mail_slot'],15,660,c,mail_slot.n.01
mailbox_(at_home),240,a private box for delivery of mail,"['mailbox_(at_home)', 'letter_box_(at_home)']",102,661,f,mailbox.n.01
mallard,2,wild dabbling duck from which domestic ducks are descended,['mallard'],1,662,r,mallard.n.01
mallet,16,a sports implement with a long handle and a hammer-like head used to hit a ball,['mallet'],8,663,r,mallet.n.01
mammoth,2,any of numerous extinct elephants widely distributed in the Pleistocene,['mammoth'],1,664,r,mammoth.n.01
manatee,1,sirenian mammal of tropical coastal waters of America,['manatee'],1,665,r,manatee.n.01
mandarin_orange,401,a somewhat flat reddish-orange loose skinned citrus of China,['mandarin_orange'],28,666,c,mandarin.n.05
manger,126,a container (usually in a barn or stable) from which cattle or horses feed,"['manger', 'trough']",91,667,c,manger.n.01
manhole,445,a hole (usually with a flush cover) through which a person can gain access to an underground structure,['manhole'],260,668,f,manhole.n.01
map,186,a diagrammatic representation of the earth's surface (or part of it),['map'],131,669,f,map.n.01
marker,501,a writing implement for making a mark,['marker'],128,670,f,marker.n.03
martini,3,a cocktail made of gin (or vodka) with dry vermouth,['martini'],3,671,r,martini.n.01
mascot,10,a person or animal that is adopted by a team or other group as a symbolic figure,['mascot'],10,672,r,mascot.n.01
mashed_potato,58,potato that has been peeled and boiled and then mashed,['mashed_potato'],39,673,c,mashed_potato.n.01
masher,2,a kitchen utensil used for mashing (e.g. potatoes),['masher'],2,674,r,masher.n.02
mask,1595,a protective covering worn over the face,"['mask', 'facemask']",925,675,f,mask.n.04
mast,2985,a vertical spar for supporting sails,['mast'],354,676,f,mast.n.01
mat_(gym_equipment),114,sports equipment consisting of a piece of thick padding on the floor for gymnastics,"['mat_(gym_equipment)', 'gym_mat']",31,677,c,mat.n.03
matchbox,11,a box for holding matches,['matchbox'],10,678,r,matchbox.n.01
mattress,354,a thick pad filled with resilient material used as a bed or part of a bed,['mattress'],215,679,f,mattress.n.01
measuring_cup,139,graduated cup used to measure liquid or granular ingredients,['measuring_cup'],71,680,c,measuring_cup.n.01
measuring_stick,57,measuring instrument having a sequence of marks at regular intervals,"['measuring_stick', 'ruler_(measuring_stick)', 'measuring_rod']",43,681,c,measuring_stick.n.01
meatball,174,ground meat formed into a ball and fried or simmered in broth,['meatball'],28,682,c,meatball.n.01
medicine,243,something that treats or prevents or alleviates the symptoms of disease,['medicine'],34,683,c,medicine.n.02
melon,167,fruit of the gourd family having a hard rind and sweet juicy flesh,['melon'],16,684,c,melon.n.01
microphone,435,device for converting sound waves into electrical energy,['microphone'],273,685,f,microphone.n.01
microscope,3,magnifier of the image of small objects,['microscope'],2,686,r,microscope.n.01
microwave_oven,1105,kitchen appliance that cooks food by passing an electromagnetic wave through it,['microwave_oven'],999,687,f,microwave.n.02
milestone,5,stone post at side of a road to show distances,"['milestone', 'milepost']",4,688,r,milestone.n.01
milk,227,a white nutritious liquid secreted by mammals and used as food by human beings,['milk'],107,689,f,milk.n.01
milk_can,8,can for transporting milk,['milk_can'],2,690,r,milk_can.n.01
milkshake,1,frothy drink of milk and flavoring and sometimes fruit or ice cream,['milkshake'],1,691,r,milkshake.n.01
minivan,1046,a small box-shaped passenger van,['minivan'],454,692,f,minivan.n.01
mint_candy,27,a candy that is flavored with a mint oil,['mint_candy'],9,693,r,mint.n.05
mirror,3490,polished surface that forms images by reflecting light,['mirror'],1901,694,f,mirror.n.01
mitten,156,glove that encases the thumb separately and the other four fingers together,['mitten'],61,695,c,mitten.n.01
mixer_(kitchen_tool),108,a kitchen utensil that is used for mixing foods,"['mixer_(kitchen_tool)', 'stand_mixer']",91,696,c,mixer.n.04
money,122,the official currency issued by a government or national bank,['money'],46,697,c,money.n.03
monitor_(computer_equipment) computer_monitor,2955,a computer monitor,['monitor_(computer_equipment) computer_monitor'],1402,698,f,monitor.n.04
monkey,166,any of various long-tailed primates,['monkey'],74,699,c,monkey.n.01
motor,985,machine that converts other forms of energy into mechanical energy and so imparts motion,['motor'],421,700,f,motor.n.01
motor_scooter,720,a wheeled vehicle with small wheels and a low-powered engine,"['motor_scooter', 'scooter']",226,701,f,motor_scooter.n.01
motor_vehicle,64,a self-propelled wheeled vehicle that does not run on rails,"['motor_vehicle', 'automotive_vehicle']",10,702,r,motor_vehicle.n.01
motorcycle,5247,a motor vehicle with two wheels and a strong frame,['motorcycle'],1720,703,f,motorcycle.n.01
mound_(baseball),269,(baseball) the slight elevation on which the pitcher stands,"['mound_(baseball)', ""pitcher's_mound""]",261,704,f,mound.n.01
mouse_(computer_equipment),1832,a computer input device that controls an on-screen pointer (does not include trackpads / touchpads),"['mouse_(computer_equipment)', 'computer_mouse']",1337,705,f,mouse.n.04
mousepad,333,a small portable pad that provides an operating surface for a computer mouse,['mousepad'],293,706,f,mousepad.n.01
muffin,352,a sweet quick bread baked in a cup-shaped pan,['muffin'],62,707,c,muffin.n.01
mug,1785,with handle and usually cylindrical,['mug'],814,708,f,mug.n.04
mushroom,6257,a common mushroom,['mushroom'],407,709,f,mushroom.n.02
music_stool,6,a stool for piano players; usually adjustable in height,"['music_stool', 'piano_stool']",6,710,r,music_stool.n.01
musical_instrument,33,any of various devices or contrivances that can be used to produce musical tones or sounds,"['musical_instrument', 'instrument_(musical)']",16,711,c,musical_instrument.n.01
nailfile,10,a small flat file for shaping the nails,['nailfile'],7,712,r,nailfile.n.01
napkin,3979,a small piece of table linen or paper that is used to wipe the mouth and to cover the lap in order to protect clothing,"['napkin', 'table_napkin', 'serviette']",1791,713,f,napkin.n.01
neckerchief,4,a kerchief worn around the neck,['neckerchief'],2,714,r,neckerchief.n.01
necklace,2709,jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament,['necklace'],1915,715,f,necklace.n.01
necktie,4069,neckwear consisting of a long narrow piece of material worn under a collar and tied in knot at the front,"['necktie', 'tie_(necktie)']",1940,716,f,necktie.n.01
needle,61,a sharp pointed implement (usually metal),['needle'],13,717,c,needle.n.03
nest,20,a structure in which animals lay eggs or give birth to their young,['nest'],16,718,c,nest.n.01
newspaper,1179,"a daily or weekly publication on folded sheets containing news, articles, and advertisements","['newspaper', 'paper_(newspaper)']",448,719,f,newspaper.n.01
newsstand,39,a stall where newspapers and other periodicals are sold,['newsstand'],12,720,c,newsstand.n.01
nightshirt,35,garments designed to be worn in bed,"['nightshirt', 'nightwear', 'sleepwear', 'nightclothes']",18,721,c,nightwear.n.01
nosebag_(for_animals),4,a canvas bag that is used to feed an animal (such as a horse); covers the muzzle and fastens at the top of the head,"['nosebag_(for_animals)', 'feedbag']",4,722,r,nosebag.n.01
noseband_(for_animals),120,a strap that is the part of a bridle that goes over the animal's nose,"['noseband_(for_animals)', 'nosepiece_(for_animals)']",71,723,c,noseband.n.01
notebook,290,a book with blank pages for recording notes or memoranda,['notebook'],189,724,f,notebook.n.01
notepad,187,a pad of paper for keeping notes,['notepad'],74,725,c,notepad.n.01
nut,790,a small metal block (usually square or hexagonal) with internal screw thread to be fitted onto a bolt,['nut'],103,726,f,nut.n.03
nutcracker,7,a hand tool used to crack nuts open,['nutcracker'],3,727,r,nutcracker.n.01
oar,488,an implement used to propel or steer a boat,['oar'],110,728,f,oar.n.01
octopus_(food),5,tentacles of octopus prepared as food,['octopus_(food)'],5,729,r,octopus.n.01
octopus_(animal),17,bottom-living cephalopod having a soft oval body with eight long tentacles,['octopus_(animal)'],9,730,r,octopus.n.02
oil_lamp,28,a lamp that burns oil (as kerosine) for light,"['oil_lamp', 'kerosene_lamp', 'kerosine_lamp']",15,731,c,oil_lamp.n.01
olive_oil,36,oil from olives,['olive_oil'],25,732,c,olive_oil.n.01
omelet,10,beaten eggs cooked until just set; may be folded around e.g. ham or cheese or jelly,"['omelet', 'omelette']",7,733,r,omelet.n.01
onion,9779,the bulb of an onion plant,['onion'],647,734,f,onion.n.01
orange_(fruit),13034,orange (FRUIT of an orange tree),['orange_(fruit)'],824,735,f,orange.n.01
orange_juice,223,bottled or freshly squeezed juice of oranges,['orange_juice'],100,736,c,orange_juice.n.01
ostrich,71,fast-running African flightless bird with two-toed feet; largest living bird,['ostrich'],47,737,c,ostrich.n.02
ottoman,157,"a thick standalone cushion used as a seat or footrest, often next to a chair","['ottoman', 'pouf', 'pouffe', 'hassock']",121,738,f,ottoman.n.03
oven,929,kitchen appliance used for baking or roasting,['oven'],731,739,f,oven.n.01
overalls_(clothing),76,work clothing consisting of denim trousers usually with a bib and shoulder straps,['overalls_(clothing)'],73,740,c,overall.n.01
owl,73,nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes,['owl'],49,741,c,owl.n.01
packet,109,a small package or bundle,['packet'],23,742,c,packet.n.03
inkpad,12,absorbent material saturated with ink used to transfer ink evenly to a rubber stamp,"['inkpad', 'inking_pad', 'stamp_pad']",4,743,r,pad.n.03
pad,264,mostly arm/knee pads labeled,['pad'],62,744,c,pad.n.04
paddle,306,a short light oar used without an oarlock to propel a canoe or small boat,"['paddle', 'boat_paddle']",118,745,f,paddle.n.04
padlock,184,"a detachable, portable lock",['padlock'],99,746,c,padlock.n.01
paintbrush,91,a brush used as an applicator to apply paint,['paintbrush'],40,747,c,paintbrush.n.01
painting,2645,graphic art consisting of an artistic composition made by applying paints to a surface,['painting'],1036,748,f,painting.n.01
pajamas,163,loose-fitting nightclothes worn for sleeping or lounging,"['pajamas', 'pyjamas']",105,749,f,pajama.n.02
palette,68,board that provides a flat surface on which artists mix paints and the range of colors used,"['palette', 'pallet']",21,750,c,palette.n.02
pan_(for_cooking),643,cooking utensil consisting of a wide metal vessel,"['pan_(for_cooking)', 'cooking_pan']",229,751,f,pan.n.01
pan_(metal_container),21,shallow container made of metal,['pan_(metal_container)'],7,752,r,pan.n.03
pancake,295,a flat cake of thin batter fried on both sides on a griddle,['pancake'],72,753,c,pancake.n.01
pantyhose,11,a woman's tights consisting of underpants and stockings,['pantyhose'],9,754,r,pantyhose.n.01
papaya,206,large oval melon-like tropical fruit with yellowish flesh,['papaya'],10,755,r,papaya.n.02
paper_plate,957,a disposable plate made of cardboard,['paper_plate'],328,756,f,paper_plate.n.01
paper_towel,600,a disposable towel made of absorbent paper,['paper_towel'],468,757,f,paper_towel.n.01
paperback_book,3,a book with paper covers,"['paperback_book', 'paper-back_book', 'softback_book', 'soft-cover_book']",1,758,r,paperback_book.n.01
paperweight,4,a weight used to hold down a stack of papers,['paperweight'],2,759,r,paperweight.n.01
parachute,61,rescue equipment consisting of a device that fills with air and retards your fall,['parachute'],24,760,c,parachute.n.01
parakeet,46,any of numerous small slender long-tailed parrots,"['parakeet', 'parrakeet', 'parroket', 'paraquet', 'paroquet', 'parroquet']",11,761,c,parakeet.n.01
parasail_(sports),385,parachute that will lift a person up into the air when it is towed by a motorboat or a car,['parasail_(sports)'],72,762,c,parasail.n.01
parasol,45,a handheld collapsible source of shade,"['parasol', 'sunshade']",17,763,c,parasol.n.01
parchment,17,a superior paper resembling sheepskin,['parchment'],10,764,r,parchment.n.01
parka,89,a kind of heavy jacket (`windcheater' is a British term),"['parka', 'anorak']",17,765,c,parka.n.01
parking_meter,1075,a coin-operated timer located next to a parking space,['parking_meter'],489,766,f,parking_meter.n.01
parrot,76,usually brightly colored tropical birds with short hooked beaks and the ability to mimic sounds,['parrot'],47,767,c,parrot.n.01
passenger_car_(part_of_a_train),465,a railcar where passengers ride,"['passenger_car_(part_of_a_train)', 'coach_(part_of_a_train)']",93,768,c,passenger_car.n.01
passenger_ship,1,a ship built to carry passengers,['passenger_ship'],1,769,r,passenger_ship.n.01
passport,12,a document issued by a country to a citizen allowing that person to travel abroad and re-enter the home country,['passport'],12,770,c,passport.n.02
pastry,4972,any of various baked foods made of dough or batter,['pastry'],228,771,f,pastry.n.02
patty_(food),20,small flat mass of chopped food,['patty_(food)'],5,772,r,patty.n.01
pea_(food),1869,seed of a pea plant used for food,['pea_(food)'],76,773,c,pea.n.01
peach,1041,downy juicy fruit with sweet yellowish or whitish flesh,['peach'],71,774,c,peach.n.03
peanut_butter,50,a spread made from ground peanuts,['peanut_butter'],30,775,c,peanut_butter.n.01
pear,1069,sweet juicy gritty-textured fruit available in many varieties,['pear'],109,776,f,pear.n.01
peeler_(tool_for_fruit_and_vegetables),18,a device for peeling vegetables or fruits,['peeler_(tool_for_fruit_and_vegetables)'],14,777,c,peeler.n.03
wooden_leg,1,a prosthesis that replaces a missing leg,"['wooden_leg', 'pegleg']",1,778,r,peg.n.04
pegboard,9,a board perforated with regularly spaced holes into which pegs can be fitted,['pegboard'],8,779,r,pegboard.n.01
pelican,76,large long-winged warm-water seabird having a large bill with a distensible pouch for fish,['pelican'],26,780,c,pelican.n.01
pen,987,a writing implement with a point from which ink flows,['pen'],339,781,f,pen.n.01
pencil,543,a thin cylindrical pointed writing implement made of wood and graphite,['pencil'],153,782,f,pencil.n.01
pencil_box,2,a box for holding pencils,"['pencil_box', 'pencil_case']",2,783,r,pencil_box.n.01
pencil_sharpener,4,a rotary implement for sharpening the point on pencils,['pencil_sharpener'],3,784,r,pencil_sharpener.n.01
pendulum,18,an apparatus consisting of an object mounted so that it swings freely under the influence of gravity,['pendulum'],8,785,r,pendulum.n.01
penguin,229,short-legged flightless birds of cold southern regions having webbed feet and wings modified as flippers,['penguin'],47,786,c,penguin.n.01
pennant,235,a flag longer than it is wide (and often tapering),['pennant'],8,787,r,pennant.n.02
penny_(coin),15,a coin worth one-hundredth of the value of the basic unit,['penny_(coin)'],6,788,r,penny.n.02
pepper,697,pungent seasoning from the berry of the common pepper plant; whole or ground,"['pepper', 'peppercorn']",116,789,f,pepper.n.03
pepper_mill,91,a mill for grinding pepper,"['pepper_mill', 'pepper_grinder']",69,790,c,pepper_mill.n.01
perfume,28,a toiletry that emits and diffuses a fragrant odor,['perfume'],13,791,c,perfume.n.02
